,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,bus_id
all,bubble tea 4,rice noodles 3,spicy soup 3,soup rice 2,soup rice noodles 2,crossing bridge 2,noodle refills 2,food great 2,spicy sour soup 2,sour soup 2,spicy sour 2,highly recommend 2,recommend cheese cap drinks 1,recommend items bottom menu 1,recommend cheese cap drinks bubble 1,recommend cheese cap 1,recommend items 1,recommend items bottom 1,already however 1,recommend items bottom menu crossing 1,refilled another 1,2Z8LWDUbrUbe-o3KZE2r7Q
all,spring rolls 3,shrimp cakes 2,super friendly 2,food excellent 2,go vietnamese 2,ordered beef 2,shake salad 2,vermicelli bowls 2,quality food 2,beef shake 2,beef shake salad 2,fried squid 2,deep fried 2,shrimp cake 2,quick husband went pick 1,price right 1,prices pretty 1,prices appys got spring rolls 1,quiet good spicy noodle 1,prices appys got spring 1,prices appys got 1,PjWv-WZKYtkKbqOG0y83ZQ
all,jerk chicken 8,beef patties 2,ox tail 2,chicken stew 2,across beef 1,make home ordered 1,love spicy sure add 1,love spicy sure add habanero 1,made coleslaw 1,made coleslaw deep 1,made coleslaw deep fried 1,made coleslaw deep fried dough 1,make home 1,make home ordered jamaican 1,love spicy 1,make home ordered jamaican patties 1,mandatory every 1,mandatory every wednesday 1,mandatory every wednesday jerk 1,mandatory every wednesday jerk chicken 1,millwoods whole 1,ivqoS7vO__2-rerN_IjZmA
all,ice cream 3,foothills creamery 2,candy especially 2,still top 2,makes effort 2,love love 2,nigel great 2,hard find 2,candy store 2,ops entering platform 1,ops entering 1,ones britain france fun place 1,ones britain france fun 1,ones britain france 1,ones britain 1,old favourites yum double yum 1,old favourites 1,old favourites yum double 1,old favourites yum 1,ops entering platform best folks 1,old fashioned way old candy 1,QOLZ390GGFEBpnky2oNjjA
all,home style 2,like crap 2,feel like 2,feel like crap 2,second visit 2,ago picked 1,quality good 1,poutine meat thinly 1,poutine meat thinly sliced 1,poutine meat thinly sliced tasty 1,quality good food 1,polite courteous 1,quality good food sauces 1,quality good food sauces homemade 1,ratio meat 1,ratio meat cheese 1,ratio meat cheese fries 1,ratio meat cheese fries gravy 1,real quality 1,real quality good 1,poutine meat 1,H3bwwCHekjRPiE1n8CvV6g
all,pho king 11,pho city 3,king pho 3,salad rolls 3,best pho 2,yum yum 2,king size 2,delicious pho 2,spring rolls 2,pho king pho 2,excellent food 2,pho broth 2,even better 2,place check 1,place take 1,picky meats nothing 1,places beating pho king pho 1,picky meats nothing beef 1,places beating pho king 1,picky meats nothing beef pho 1,places beating pho 1,wqj6JquckEOs1h7rs376kQ
all,italian centre 10,italian center 8,meats cheeses 6,centre shop 5,west end 5,italian centre shop 5,grocery store 4,great place 4,love love 4,love place 4,great selection 3,freezer section 3,hard find 3,baked goods 3,busy know 2,soon cafe busy 2,also bakery 2,soon cafe 2,opened west 2,opened west end 2,sandwiches pizza 2,71MulAHeKm5p2kIIGYEwpA
all,craft beer 4,place food 3,good food 3,pint night 2,double fisted hop puncher 2,onion cake 2,beers tap 2,duck confit poutine 2,duck confit 2,double fisted 2,double fisted hop 2,come beer 2,find something 2,hat trick 2,beer selection 2,wing wednesday 2,selection beers plus 2,beer list 2,selection beers 2,never bad 2,beer menu 2,RuEIK45gBF5iDbYoSa9tOA
all,farmers market 3,la cit francophone 2,la cit 2,love love 2,passion sucr 2,cit francophone 2,nice variety fresh 1,nice little market offers 1,nice little market offers lot 1,nice variety 1,across campus 1,nice variety fresh produce organic 1,nosh stage 1,nosh stage musicians 1,nosh stage musicians playing 1,nosh stage musicians playing fantastic 1,nice variety fresh produce 1,nice little market 1,offers lot definitely 1,nice little 1,nibbling purchases sitting patio umbrellas 1,GnTb5xCf3KoO4Yn5wqP56w
all,olly fresco 5,food court 2,fresh food 2,fast food 2,affordable healthy 1,pasta price reasonable 1,parking totally back sure fast 1,part daily 1,part daily routine 1,part daily routine food 1,part daily routine food court 1,particularly pasta 1,particularly pasta price 1,particularly pasta price reasonable 1,particularly pasta price reasonable even 1,pasta price 1,pasta price reasonable even 1,parking totally back 1,pasta price reasonable even though 1,pay comparable 1,pay comparable sunterra 1,7sak6hzo7YKcgDsngUov1A
all,cinnamon buns 2,cinnamon bun 2,air coffee 1,oven staff always friendly price 1,maria west edmonton mall lagoon 1,one whenever 1,one whenever mall 1,one whenever mall frosting 1,one whenever mall frosting die 1,open air 1,open air coffee 1,open air coffee cinnamon 1,open air coffee cinnamon bun 1,oven staff 1,oven staff always 1,oven staff always friendly 1,overlooking santa 1,place cherry cinnamon 1,overlooking santa maria 1,overlooking santa maria west 1,overlooking santa maria west edmonton 1,dEotxkNxYaoG_7TS3kzUvQ
all,also teriyaki 1,place definitely 1,open awesome 1,open awesome customer 1,open awesome customer service 1,ordered lot 1,ordered lot told 1,ordered lot told us 1,ordered lot told us welcome 1,place awesome 1,place awesome boyfriend 1,place awesome boyfriend annoying 1,place awesome boyfriend annoying customers 1,place definitely weakness 1,also teriyaki bowls 1,place definitely weakness delicious 1,place definitely weakness delicious sushi 1,prices friendly 1,prices friendly staff 1,prices friendly staff eat 1,prices friendly staff eat hear 1,7bcvLrwVEZN9iEeHxQrJPw
all,great place 6,tomato sauce 5,first time 4,red sauce 4,love place 4,jasper ave 4,even though 4,amazing pizza 4,thin crust 4,definitely coming back 3,dolce banana 3,every day 3,jasper ave location 3,bottle wine 3,could eat 3,flat bread 3,definitely coming 3,last night 3,great service 3,recommend place 3,best pizza 3,yLIn3po-fKb0T3UIoJdiyQ
all,ice cream 48,lemon curd 10,made marcus 10,lemon curd blueberry 9,curd blueberry 9,whyte ave 7,pollen lavender 6,bee pollen 6,bee pollen lavender 6,chinook bee pollen 5,chinook bee 5,roasted strawberry 5,brown butter 5,really good 5,sea salt 5,moonshine brown 5,chinook bee pollen lavender 5,goat milk 5,butter pecan 5,single scoop 5,strawberry buttermilk 5,eOko5M1AvsmUF3ipOz8jRA
all,local produce 4,friendly helpful 3,grocery store 2,always friendly 2,always friendly helpful 2,store building 2,reishi mushroom extract 2,staff always friendly helpful 2,staff always friendly 2,staff always 2,mushroom extract 2,organic store 2,olive leaf 2,cooking classes 2,reishi mushroom 2,pricey large assortment 1,pricey large 1,plenty local meat products well 1,plenty local meat products 1,pricey large assortment cereal 1,pricey large assortment cereal organic 1,f06mf_7bT8FibS2UejNrfg
all,coffee shop 2,staff really 2,calgary trail 2,snack great coffee 1,slightly way time always come 1,small patio 1,small patio area 1,small patio area customers 1,small patio area customers enjoy 1,snack great 1,snack great coffee usually 1,slightly way time 1,snack great coffee usually go 1,specials sales 1,specials sales going 1,specials sales going store 1,specials sales going store think 1,staff really friendly 1,staff really friendly yet 1,slightly way time always 1,slightly way 1,Gtn4_eWhhkjCVI613L2ZqQ
all,pho hoan 2,pho hoan pasteur 2,noodle soup 2,extra large 2,beef noodle 2,beef noodle soup 2,staff friendly 2,spring rolls 2,hoan pasteur 2,rare beef original location 1,rare beef original location located 1,rare beef original 1,really good vegetarian 1,really close 1,rare beef 1,quick delicious food decent price 1,quick delicious food decent 1,quick delicious food 1,really close together 1,really close together bother 1,really close together bother personally 1,O9W0Qs32RL5kU2_9oqZCKQ
all,villa bistro 7,socially distanced 3,absolutely delicious 3,pulled pork 3,socially distanced tables 2,distanced tables 2,salmon salad 2,pork sandwich 2,new location 2,one best 2,pork sandwich fries 2,looked delicious 2,things like 2,pulled pork sandwich 2,pulled pork sandwich fries 2,happy hour 2,food service 2,birthday dinner 2,sandwich fries 2,definitely worth 2,catch friend 2,UqMcnY7B2WbvkC7DDnTCDw
all,bacon eggs 2,today bacon 2,today bacon eggs 2,actually really 1,plate lucky husband bigger 1,place go night 1,plate food 1,plate food way 1,plate food way could 1,plate food way could ever 1,plate lucky 1,plate lucky husband 1,plate lucky husband bigger stomach 1,place easy get nicer going 1,portions wonderful 1,portions wonderful staff 1,portions wonderful staff best 1,portions wonderful staff best place 1,prices decent 1,prices decent today 1,prices decent today bacon 1,d8tLbQ9o3aVdOLgueJtYXw
all,best steak 4,pizza steak 3,steaks always 3,first time 3,steak house 3,baked potato 3,food great 2,best ever 2,friendly place 2,new york 2,oil kings 2,impressed restaurant 2,pretty sure soup 2,pretty sure 2,sure soup 2,good service 2,ceaser salad 2,steak pizza 2,new york steak 2,steak house edmonton 2,house edmonton 2,Aa0lDzrdkiiYGJfKjJxcww
all,grocery stores 2,grocery stores area 2,stores area 2,prices similar 2,added extra 1,quick dinner blow 1,provided right 1,provided right front 1,provided right front door 1,provided right front door bakery 1,quality trustworthy 1,quality trustworthy service 1,quick dinner 1,quick dinner blow away 1,proactive always feel comfortable 1,quick dinner blow away amazing 1,quick lunch 1,quick lunch even 1,quick lunch even added 1,quick lunch even added extra 1,rarely wait 1,P9VrCQBcyoDmMV5xtlOBsQ
all,always smiling 1,mcdonald great woman 1,love mcdonald breakfast 1,love mcdonald breakfast fries 1,love mcdonald breakfast fries mcdonald 1,mcdonald breakfast 1,mcdonald breakfast fries 1,mcdonald breakfast fries mcdonald 1,mcdonald breakfast fries mcdonald closest 1,mcdonald closest 1,mcdonald closest home 1,mcdonald closest home get 1,mcdonald closest home get mcdonald 1,mcdonald great 1,mcdonald great woman working 1,always smiling kind 1,mcdonald great woman working drive 1,mornings always 1,mornings always smiling 1,mornings always smiling kind 1,smiling kind 1,ZznSNkRERGH8l-wSFJKsEA
all,dried limes 4,ghormeh sabzi 3,vegetarian ghormeh sabzi 3,vegetarian ghormeh 3,super pars 2,persian kind mountain girl 1,persian food never 1,persian food never spicy 1,persian food never spicy find 1,persian kind 1,persian kind mountain 1,also saffron 1,persian food 1,pistachios rosewater 1,pistachios rosewater pomegranate 1,pistachios rosewater pomegranate syrup 1,pistachios rosewater pomegranate syrup smoked 1,pomegranate syrup 1,pomegranate syrup smoked 1,persian kind mountain girl grew 1,persian dinner 1,_6Iw4dgSxyoINHgtjruu3Q
all,definitely recommend 2,absolutely delicious 1,pakistani cuisine 1,others looking forward supporting 1,others looking forward 1,others looking 1,ordering items food came quite 1,ordering items food came 1,ordering items food 1,ordering items 1,one best desi pakistani restaurants 1,one best desi pakistani 1,one best desi 1,one best 1,north america definitely best edmonton 1,north america definitely best 1,north america definitely 1,others looking forward supporting local 1,pakistani cuisine would 1,presentation amazing would 1,pakistani cuisine would definitely 1,CzhPYY5-OdPLcEC2BT8rkg
all,chicken pork 13,tres carnales 12,roasted cauliflower 10,go back 10,roasted potatoes 9,come back 9,saturday night 7,platter two 7,ordered platter 7,dining week 7,going back 7,feel like 6,downtown dining 6,queso fundido 5,first time 5,one best 5,every bite 5,make sure 5,gave us 5,table ready 5,mexican food 5,Tqt99-TsbRT4bmsXHyA1lA
all,indian food 3,masala dosa 3,south indian 3,sunday buffet 3,south indian food 2,indian cuisine 2,years ago 2,per high expectations impressed food 1,per high expectations impressed 1,per high expectations 1,per high 1,people finding delicious stopping eat 1,people finding delicious stopping 1,people finding delicious 1,aachay definitely 1,people finding 1,per person normal 1,people everyone enjoyed even little 1,people everyone enjoyed even 1,people everyone enjoyed 1,people everyone 1,g_XpKTFD7oPt-tVXmpdnTw
all,pizza like 3,thick pizza 3,pizza great 3,best pizza 3,pizza slice 3,meat lovers 3,grab slice 2,love place 2,pizza great pizza 2,love love 2,pizza place 2,great pizza 2,rex meat 2,want pizza 2,whole pizza 2,pizza ever 2,blah blah 2,customer service 2,stacked pizza 2,versato special 2,like pizza 2,t4sNPmBlDoYwJQD4CnW72Q
all,kale king 2,every time 2,freshly squeezed 2,cider vinegar 2,jugo juice 2,pleasant smoothie amazing definitely 1,ordered mango mania cad 1,parking interior 1,organic new clean premises great 1,organic new clean premises 1,organic new clean 1,organic new 1,ordered mango mania cad made 1,please favor 1,parking interior brightly lit 1,ordered mango mania 1,please favor check 1,ordered mango 1,oranges tropical juices plus frozen 1,oranges tropical juices plus 1,oranges tropical juices 1,XOdi_mGwtMM0JAbSE-fSAQ
all,cold dishes 2,chinese food 2,advertises western 1,owners speak lot english 1,pm prices 1,place advertises western chinese food 1,place advertises western chinese 1,place advertises western 1,place advertises 1,owners speak lot english super 1,owners speak lot 1,northern china dishes 1,owners speak 1,ordered tastes delicious visit 1,ordered tastes delicious 1,ordered tastes 1,northern china dishes spicy owners 1,pm prices reasonable 1,pm prices reasonable leave 1,pm prices reasonable leave full 1,prices reasonable 1,fmeU9uSwRHpfBSNnYQbeXQ
all,always mcdonald 1,regularly coffee 1,quicker get order done 1,quicker get order 1,quicker get 1,quality regularly coffee 1,quality regularly 1,order done right nice area 1,order done right nice 1,order done right 1,order done 1,nice area crowd usually better 1,nice area crowd usually 1,nice area crowd 1,nice area 1,mcdonald quality regularly coffee 1,mcdonald quality regularly 1,mcdonald quality 1,make quicker get order done 1,quicker get order done right 1,right nice 1,mvJazJqQvm7CO7kykpDptg
all,fried chicken 3,chicken good 2,rotisserie chicken 2,abbreviated fck 1,priced serving staff 1,pretty dead 1,pretty dead seem 1,pretty dead seem trying 1,pretty dead seem trying whole 1,priced serving 1,priced serving staff got 1,potatoes potato flavoured speak 1,priced serving staff got vibe 1,really matters 1,really matters chicken 1,really matters chicken good 1,potatoes potato flavoured speak entire 1,potatoes potato 1,potatoes potato flavoured 1,reasonably priced serving 1,potato flavoured speak entire menu 1,0tWbQOfwGqH7IXcE375p0Q
all,curly fries 18,burger joint 10,blue cheese 6,burger place 6,best burger 5,go back 4,custom burger 4,tartar sauce 3,burger great 3,great place 3,fast service 3,south side 3,fries good 3,customize burger 3,best burgers 3,fries came 3,good curly fries 2,burgers edmonton 2,food service 2,try place 2,get curly 2,5nlpLTaOXgDQgKBHhAzm2g
